url_length,num_dots,has_https,domain_age_days,num_special_chars,num_redirects,has_ip_address,urgent_words_count,num_links,label
16,1,1,1339,5,0,0,1,1,0
26,1,1,1706,2,1,0,2,0,0
166,3,1,13,15,4,0,10,7,1
63,6,0,60,10,5,0,7,9,1
53,2,1,1806,4,1,0,1,0,0
54,1,1,1293,1,0,0,0,3,0
17,1,1,996,4,1,0,2,1,0
66,3,0,69,5,3,1,3,6,1
177,10,0,12,17,1,1,3,14,1
57,3,1,1864,5,1,0,0,0,0
172,6,0,75,19,3,1,10,4,1
34,1,1,590,2,0,0,2,2,0
152,9,1,1,11,3,1,5,8,1
28,2,1,1557,1,0,0,2,2,0
198,5,0,34,16,2,0,8,6,1
42,1,1,1322,3,1,0,2,4,0
50,3,1,1208,5,0,0,1,3,0
67,8,0,35,20,4,1,8,11,1
14,3,1,807,0,0,0,0,5,0
198,10,1,10,14,2,0,7,4,1
10,1,1,332,3,0,0,2,1,0
62,4,0,49,13,3,0,10,14,1
82,3,1,22,8,3,1,8,3,1
44,1,1,1918,2,1,0,1,1,0
50,4,0,86,15,3,0,3,12,1
156,9,1,18,8,2,0,10,4,1
151,8,0,49,11,5,0,4,7,1
195,6,1,14,16,4,1,9,8,1
44,2,1,358,3,1,0,1,3,0
70,10,1,94,7,5,1,8,10,1
60,3,0,30,18,4,1,10,11,1
188,10,0,52,8,4,1,4,6,1
38,3,1,1834,5,1,0,0,1,0
164,3,0,97,19,3,1,6,9,1
52,3,1,1491,1,1,0,1,4,0
59,5,0,46,8,4,1,9,2,1
151,4,1,67,8,5,1,7,8,1
22,2,1,720,1,0,0,0,4,0
131,6,1,89,19,3,1,4,3,1
66,3,1,2,14,3,1,8,4,1
53,9,1,58,20,3,1,9,6,1
27,1,1,853,0,0,0,0,1,0
171,10,0,94,11,2,0,6,9,1
79,5,0,27,9,4,1,6,3,1
197,8,1,49,11,5,0,4,7,1
50,3,1,570,1,0,0,0,1,0
11,2,1,1942,1,1,0,2,0,0
15,3,1,774,3,0,0,1,0,0
186,5,0,48,13,4,1,9,2,1
30,3,1,1819,5,1,0,1,5,0
101,5,1,54,16,5,0,10,10,1
175,10,1,22,19,3,0,4,13,1
125,6,0,81,18,2,1,6,2,1
18,3,1,223,1,1,0,0,3,0
11,2,1,1362,1,0,0,0,2,0
41,2,1,877,1,0,0,0,1,0
178,3,0,59,11,3,1,9,11,1
125,10,1,73,8,5,0,5,3,1
11,1,1,984,5,1,0,1,2,0
112,8,1,39,18,4,1,8,12,1
172,8,0,42,18,1,1,9,4,1
106,7,0,37,18,3,0,10,14,1
29,2,1,231,5,1,0,0,1,0
83,7,0,12,6,1,1,9,6,1
36,3,1,1976,5,0,0,1,0,0
136,4,1,78,7,3,0,7,14,1
44,3,1,1717,0,0,0,1,1,0
40,2,1,285,4,1,0,1,2,0
126,4,1,59,8,1,0,8,14,1
142,3,1,95,17,5,1,8,3,1
148,5,1,45,15,4,0,6,2,1
57,3,1,1418,5,0,0,2,5,0
35,1,1,1622,0,0,0,0,0,0
47,1,1,1143,5,0,0,2,3,0
182,5,0,47,18,4,0,10,15,1
17,1,1,1910,2,1,0,1,0,0
58,2,1,722,3,1,0,2,3,0
80,8,0,40,13,3,1,10,13,1
134,4,1,93,7,5,1,5,9,1
144,3,1,18,6,5,1,10,9,1
73,3,0,98,6,3,1,10,11,1
40,3,1,1299,5,1,0,2,3,0
179,4,0,74,14,2,1,9,3,1
182,6,0,10,16,4,1,7,2,1
50,3,1,1170,0,1,0,2,4,0
33,2,1,1171,4,1,0,2,0,0
12,2,1,930,2,0,0,1,3,0
31,1,1,231,1,0,0,2,2,0
14,2,1,962,1,0,0,1,2,0
20,2,1,1523,4,1,0,0,3,0
95,3,1,95,14,2,0,8,13,1
172,5,0,77,18,5,0,8,11,1
21,3,1,1160,2,0,0,2,1,0
120,9,0,69,8,3,0,4,8,1
50,3,1,516,5,0,0,2,2,0
49,3,1,1547,3,1,0,0,4,0
142,9,1,77,11,5,1,3,14,1
45,1,1,681,4,1,0,2,1,0
51,2,1,1985,2,1,0,1,4,0
54,3,1,1329,4,0,0,1,3,0
187,10,0,19,20,2,1,8,14,1
18,1,1,466,4,0,0,2,5,0
11,2,1,604,3,0,0,1,3,0
19,3,1,437,4,1,0,2,0,0
149,8,0,100,18,3,0,9,15,1
57,1,1,803,5,0,0,2,1,0
22,1,1,793,0,1,0,2,1,0
167,10,1,96,10,1,1,9,9,1
180,9,1,84,19,5,0,10,6,1
46,3,1,1615,1,0,0,1,4,0
173,8,1,17,8,1,1,10,11,1
88,5,1,66,7,3,1,3,13,1
195,8,1,96,8,4,0,8,2,1
131,8,0,88,5,2,0,8,5,1
138,6,0,52,7,4,1,4,12,1
152,5,1,43,17,5,0,9,14,1
54,2,1,1435,3,0,0,0,0,0
113,3,0,34,13,2,0,7,14,1
13,3,1,895,2,0,0,2,5,0
48,3,1,1588,0,0,0,2,1,0
170,9,1,97,17,4,1,7,7,1
101,3,1,76,11,5,1,8,5,1
49,2,1,1475,3,1,0,1,0,0
52,1,1,778,4,0,0,2,0,0
24,1,1,1259,1,0,0,0,4,0
110,5,1,51,6,3,1,9,14,1
147,7,0,29,12,4,0,3,8,1
77,3,0,93,15,1,1,3,2,1
51,9,1,30,20,2,1,4,8,1
68,6,1,98,12,5,1,7,9,1
13,3,1,1773,5,0,0,1,4,0
52,2,1,471,5,1,0,1,5,0
168,9,0,76,13,3,0,6,5,1
44,1,1,998,0,1,0,1,4,0
86,4,1,19,6,5,1,4,3,1
17,2,1,514,2,0,0,2,0,0
13,1,1,1459,4,0,0,1,5,0
35,1,1,1789,3,1,0,0,0,0
150,8,1,46,16,1,0,9,13,1
151,3,1,62,10,5,1,7,12,1
103,9,1,67,15,1,1,8,11,1
149,7,0,32,13,4,1,8,10,1
45,1,1,244,1,1,0,0,3,0
199,9,0,78,14,1,0,9,5,1
13,2,1,1459,1,1,0,1,5,0
51,1,1,835,3,0,0,0,0,0
86,6,0,80,8,5,1,6,4,1
163,10,0,88,13,1,0,7,15,1
150,6,0,42,6,4,0,3,12,1
99,4,1,82,12,1,0,5,3,1
185,9,0,89,9,2,0,4,12,1
39,1,1,246,1,1,0,2,5,0
169,7,1,29,16,1,1,9,10,1
32,1,1,333,5,0,0,0,0,0
76,5,1,90,11,5,0,7,7,1
36,2,1,573,3,0,0,0,2,0
33,2,1,821,4,1,0,0,3,0
47,1,1,1315,2,1,0,1,4,0
198,4,1,81,14,4,1,5,3,1
50,1,1,1065,4,0,0,2,2,0
60,1,1,200,3,0,0,2,3,0
60,3,1,69,11,3,1,9,12,1
57,2,1,505,1,1,0,1,1,0
50,3,1,1468,1,0,0,0,3,0
55,3,1,1284,1,1,0,1,3,0
191,6,1,94,19,2,0,9,8,1
27,1,1,569,3,1,0,0,0,0
138,10,1,58,15,4,1,7,8,1
12,2,1,1376,2,1,0,0,5,0
198,6,0,94,13,5,1,3,12,1
182,5,0,62,8,3,0,4,14,1
103,10,1,33,17,4,0,8,9,1
154,3,0,40,15,3,0,5,8,1
30,3,1,416,3,1,0,1,3,0
103,5,0,70,13,4,0,4,13,1
69,6,1,15,12,1,0,9,8,1
60,6,1,92,15,4,0,4,6,1
71,9,1,76,10,5,0,6,5,1
20,2,1,266,5,0,0,0,4,0
48,3,1,1965,1,1,0,0,4,0
18,3,1,1554,1,0,0,1,3,0
56,3,1,802,1,1,0,2,0,0
89,6,1,60,7,1,1,8,11,1
98,10,1,37,18,5,1,4,11,1
123,3,1,13,12,1,1,4,12,1
25,3,1,1984,5,1,0,2,2,0
33,3,1,1581,5,0,0,0,2,0
44,1,1,419,1,1,0,0,0,0
123,4,0,73,17,2,1,8,2,1
99,4,1,11,20,5,1,10,14,1
14,1,1,824,2,1,0,2,2,0
190,4,1,28,19,5,0,6,14,1
102,6,0,11,13,3,0,6,3,1
10,3,1,1789,0,1,0,2,2,0
46,1,1,1313,5,1,0,2,5,0
37,3,1,1293,2,1,0,2,2,0
29,3,1,1787,2,1,0,2,4,0
43,2,1,830,3,0,0,0,0,0
181,3,1,60,18,2,1,3,14,1
32,3,1,1068,0,0,0,1,2,0
102,4,0,23,19,2,1,8,14,1
53,7,1,93,16,3,0,10,15,1
37,2,1,784,5,0,0,1,4,0
189,9,1,10,10,3,1,9,5,1
79,3,0,13,8,1,0,3,14,1
171,3,1,2,9,3,0,5,6,1
88,9,1,99,12,2,1,3,11,1
157,7,0,26,15,5,1,10,5,1
170,3,1,58,11,2,0,3,9,1
79,5,1,94,17,5,1,7,3,1
37,2,1,897,5,0,0,0,4,0
117,3,1,88,13,1,0,9,15,1
13,1,1,901,2,1,0,2,0,0
54,2,1,521,1,0,0,1,5,0
129,3,1,18,12,2,0,6,11,1
49,2,1,1644,0,0,0,0,1,0
53,2,1,1204,2,0,0,0,3,0
17,2,1,1344,2,0,0,2,1,0
36,2,1,867,0,0,0,1,2,0
44,1,1,514,2,1,0,1,1,0
33,1,1,357,1,1,0,1,5,0
126,6,1,25,11,2,0,3,4,1
37,3,1,616,0,0,0,0,5,0
53,9,0,82,13,5,0,7,5,1
101,9,1,25,5,1,1,4,7,1
31,2,1,1948,4,1,0,0,2,0
56,1,1,1155,5,0,0,0,5,0
181,5,1,44,13,4,0,7,5,1
30,3,1,1268,1,0,0,0,3,0
55,1,1,854,3,0,0,2,1,0
79,5,1,80,19,5,1,5,2,1
35,3,1,1835,5,0,0,2,3,0
60,1,1,729,4,1,0,2,1,0
152,5,0,58,6,1,0,4,11,1
38,3,1,1045,5,1,0,2,5,0
22,2,1,918,1,0,0,1,1,0
170,10,0,38,16,3,0,6,10,1
22,1,1,1258,4,0,0,0,4,0
126,7,1,29,16,3,1,6,13,1
38,2,1,514,4,0,0,2,1,0
57,2,1,1107,3,1,0,0,2,0
52,1,1,1560,2,1,0,2,4,0
140,3,1,69,9,5,0,7,12,1
17,3,1,977,3,0,0,1,1,0
55,10,0,21,6,3,1,8,4,1
92,10,0,16,20,2,1,8,2,1
12,1,1,597,4,1,0,2,1,0
20,2,1,1090,3,1,0,0,2,0
151,8,0,67,7,2,1,6,10,1
63,6,1,25,18,2,1,6,3,1
74,10,0,80,12,1,0,9,8,1
61,7,1,22,19,3,1,10,3,1
189,4,0,86,19,3,0,5,14,1
21,1,1,351,4,1,0,1,0,0
124,4,0,67,5,3,1,8,2,1
25,2,1,1119,4,0,0,0,0,0
130,8,0,29,6,5,0,6,6,1
45,2,1,1761,5,1,0,0,0,0
11,3,1,849,3,1,0,1,2,0
109,10,1,35,12,2,1,10,13,1
175,5,1,43,14,2,0,10,4,1
41,1,1,538,3,1,0,2,0,0
75,9,1,41,12,2,1,8,7,1
78,9,0,68,16,3,1,9,4,1
137,4,1,55,18,1,0,5,14,1
54,3,1,1584,1,1,0,2,1,0
46,1,1,680,1,1,0,1,2,0
41,1,1,1185,5,0,0,0,2,0
128,8,1,82,6,2,0,10,8,1
37,1,1,1290,2,1,0,2,3,0
18,1,1,1841,2,1,0,1,1,0
29,1,1,1802,1,1,0,2,1,0
17,2,1,1500,1,0,0,2,1,0
21,1,1,1065,3,1,0,2,1,0
59,3,1,363,0,1,0,2,3,0
60,1,1,1366,1,0,0,0,5,0
14,3,1,1675,2,1,0,1,1,0
146,4,0,18,13,4,0,7,8,1
12,2,1,1899,5,0,0,0,5,0
112,5,0,23,12,1,1,7,14,1
56,3,1,1717,2,0,0,0,0,0
54,1,1,1896,0,1,0,2,0,0
137,7,1,94,5,5,1,3,6,1
48,2,1,916,3,1,0,0,4,0
48,3,1,722,0,0,0,0,1,0
176,10,0,75,16,1,0,5,10,1
143,10,1,83,7,1,1,4,10,1
34,2,1,1286,3,1,0,1,0,0
51,3,1,1016,4,1,0,2,0,0
117,5,0,51,11,1,0,9,4,1
40,2,1,1891,4,1,0,2,3,0
57,8,0,62,18,2,1,6,14,1
77,9,1,98,6,3,1,8,11,1
40,2,1,867,4,0,0,1,2,0
128,4,0,27,12,5,0,5,5,1
136,6,1,90,17,5,0,7,4,1
52,2,1,919,5,0,0,1,4,0
24,2,1,473,1,0,0,0,3,0
15,1,1,1479,5,0,0,1,2,0
150,9,0,61,17,5,0,3,14,1
161,10,0,70,12,2,1,4,11,1
47,1,1,503,5,1,0,2,4,0
31,2,1,730,0,1,0,0,5,0
170,8,0,47,15,3,1,10,9,1
156,10,0,93,19,3,0,9,12,1
39,3,1,880,1,0,0,0,1,0
11,3,1,1733,3,0,0,2,5,0
30,3,1,209,1,1,0,0,4,0
11,2,1,1443,5,1,0,0,3,0
23,1,1,623,4,0,0,1,5,0
74,4,1,79,5,1,0,6,8,1
150,7,0,67,9,5,0,9,10,1
21,2,1,655,4,1,0,0,0,0
127,3,1,67,6,3,1,7,3,1
22,3,1,1311,1,0,0,0,0,0
41,1,1,1601,0,1,0,2,3,0
24,2,1,960,5,1,0,2,5,0
75,8,1,59,14,5,0,7,12,1
146,8,0,43,19,3,0,7,3,1
112,7,0,8,7,1,0,6,13,1
53,7,1,47,6,1,1,10,10,1
193,3,1,58,9,4,0,7,10,1
124,7,1,4,16,4,0,7,9,1
29,3,1,696,2,1,0,0,1,0
29,2,1,1585,2,1,0,1,0,0
111,4,0,81,5,5,1,6,8,1
89,3,1,34,9,5,1,5,3,1
180,5,0,28,19,3,0,10,10,1
173,10,0,100,17,2,0,8,12,1
53,8,0,30,12,5,0,9,6,1
26,2,1,415,1,0,0,1,1,0
150,5,0,44,14,4,1,6,9,1
151,9,1,41,16,4,0,4,2,1
120,8,1,41,18,1,0,9,2,1
59,4,1,2,14,3,0,6,12,1
52,1,1,1775,0,0,0,2,1,0
45,3,1,350,1,1,0,2,3,0
26,3,1,1627,0,1,0,2,0,0
29,3,1,1230,4,0,0,0,3,0
44,3,1,1034,3,1,0,2,4,0
93,10,1,75,12,5,1,8,14,1
161,9,1,93,6,2,0,8,5,1
42,1,1,337,3,1,0,1,1,0
21,3,1,1889,5,1,0,0,1,0
21,2,1,280,2,1,0,2,2,0
151,9,0,62,10,1,0,10,2,1
57,8,0,57,18,2,1,6,14,1
21,1,1,1893,0,0,0,2,4,0
43,3,1,319,1,1,0,2,2,0
193,8,0,45,9,4,0,5,5,1
129,3,0,34,14,3,0,10,13,1
145,5,1,14,16,3,1,4,5,1
74,8,0,14,13,4,1,4,13,1
180,9,0,36,15,1,1,5,4,1
161,7,1,86,5,4,0,4,15,1
49,2,1,280,2,0,0,2,1,0
65,6,0,51,5,2,0,8,12,1
21,2,1,1210,4,1,0,1,5,0
59,10,0,1,14,2,0,7,9,1
149,8,1,45,18,2,1,10,9,1
25,2,1,495,3,0,0,2,1,0
173,3,0,72,17,4,1,6,6,1
51,3,1,356,3,1,0,2,5,0
17,2,1,1534,3,0,0,0,3,0
42,2,1,953,2,1,0,2,0,0
11,1,1,1399,1,1,0,0,5,0
18,3,1,961,1,0,0,0,0,0
35,2,1,1441,3,1,0,2,0,0
133,5,1,50,10,5,1,10,6,1
35,1,1,589,0,1,0,1,0,0
14,3,1,1336,5,0,0,2,3,0
28,1,1,1212,0,0,0,1,4,0
116,7,1,71,9,1,1,8,10,1
25,3,1,1166,1,1,0,1,2,0
40,3,1,454,3,1,0,0,0,0
34,3,1,1688,0,1,0,0,4,0
46,2,1,279,0,0,0,0,4,0
81,8,0,38,17,4,0,8,11,1
44,2,1,1144,2,1,0,0,2,0
72,8,1,65,20,5,0,4,14,1
58,2,1,1961,1,1,0,1,3,0
195,10,1,24,9,4,0,3,10,1
13,3,1,1007,0,0,0,2,2,0
190,5,0,81,8,5,0,7,8,1
47,3,1,412,0,0,0,2,1,0
161,3,1,14,20,5,1,5,7,1
46,1,1,1308,0,1,0,0,2,0
18,1,1,1180,5,1,0,2,5,0
44,1,1,548,0,1,0,1,3,0
50,2,1,575,1,1,0,1,3,0
152,9,1,47,18,4,0,8,8,1
41,1,1,1362,0,1,0,1,0,0
138,6,0,26,16,4,1,7,7,1
157,8,0,17,14,5,1,8,7,1
35,3,1,390,2,0,0,2,3,0
87,8,0,67,6,1,1,10,8,1
108,4,0,15,5,4,1,10,4,1
54,1,1,916,5,1,0,0,0,0
60,5,0,97,10,2,1,6,9,1
52,2,1,475,5,1,0,0,3,0
130,9,1,10,12,5,0,6,10,1
28,1,1,367,4,0,0,1,5,0
150,3,1,69,8,2,0,6,7,1
109,7,1,46,13,3,0,5,8,1
180,3,1,36,5,3,0,4,5,1
12,2,1,905,0,1,0,2,5,0
172,4,0,82,11,5,1,6,3,1
194,10,0,33,13,5,1,5,11,1
58,3,1,728,5,0,0,1,5,0
160,5,1,75,15,4,1,4,11,1
55,3,1,1388,5,0,0,2,0,0
120,10,0,58,12,5,1,5,7,1
113,7,1,95,7,2,0,7,5,1
120,9,0,38,13,4,0,4,4,1
57,1,1,1240,2,0,0,0,2,0
163,6,0,50,14,1,1,5,10,1
34,2,1,1532,4,0,0,1,0,0
35,2,1,1940,1,1,0,2,4,0
45,3,1,419,5,1,0,2,4,0
63,3,1,98,13,4,0,4,13,1
21,2,1,1305,1,1,0,2,4,0
92,8,1,82,19,2,1,6,15,1
22,1,1,1306,5,0,0,0,5,0
196,8,1,91,8,4,1,9,10,1
35,1,1,320,3,1,0,0,3,0
105,6,1,62,12,4,1,7,10,1
29,3,1,894,3,1,0,2,4,0
76,5,0,5,7,3,1,5,13,1
134,8,0,37,17,2,1,5,15,1
24,3,1,856,5,0,0,1,2,0
43,2,1,1273,1,1,0,0,3,0
11,1,1,1847,5,1,0,2,3,0
20,1,1,642,5,1,0,2,4,0
108,6,1,50,18,3,0,6,2,1
19,1,1,835,3,1,0,2,2,0
15,3,1,1745,3,1,0,0,5,0
47,3,1,512,4,0,0,1,4,0
185,6,1,94,5,1,0,7,11,1
34,2,1,1662,3,1,0,2,1,0
61,9,1,55,9,1,1,3,5,1
21,1,1,459,0,1,0,1,3,0
83,3,0,40,6,4,0,4,2,1
122,7,0,100,9,3,1,4,13,1
22,1,1,1953,5,0,0,2,0,0
47,2,1,1613,5,0,0,2,0,0
88,7,0,79,9,5,0,8,3,1
43,3,1,442,4,1,0,2,2,0
23,3,1,1477,4,0,0,0,5,0
182,6,0,86,5,2,0,6,11,1
31,2,1,691,2,1,0,0,3,0
100,4,0,73,7,5,0,8,14,1
49,2,1,571,1,1,0,2,0,0
146,6,0,44,9,4,0,8,9,1
57,2,1,1282,0,1,0,2,5,0
50,1,1,1061,0,1,0,1,0,0
40,2,1,413,5,0,0,2,3,0
73,4,0,69,7,2,0,3,14,1
43,2,1,1858,4,0,0,1,1,0
180,6,1,25,16,2,0,10,5,1
126,10,1,90,16,4,0,5,11,1
16,3,1,1026,1,1,0,1,2,0
38,1,1,468,5,0,0,1,2,0
22,3,1,749,4,0,0,2,0,0
170,4,1,77,13,3,0,3,13,1
67,7,1,57,9,2,1,8,10,1
56,3,1,870,1,1,0,1,2,0
33,3,1,1301,4,0,0,1,0,0
188,8,1,74,18,2,1,6,7,1
53,3,1,85,16,2,1,9,6,1
196,6,0,31,15,2,1,7,7,1
44,3,1,1936,2,0,0,2,1,0
55,10,1,13,7,4,0,4,6,1
19,2,1,1449,3,1,0,0,2,0
49,2,1,899,0,1,0,2,3,0
93,3,0,57,17,5,1,3,9,1
41,2,1,1623,4,0,0,0,4,0
17,2,1,409,4,1,0,0,0,0
75,9,0,59,15,3,0,5,3,1
19,1,1,973,3,0,0,0,3,0
101,3,0,71,8,5,1,3,14,1
48,2,1,339,2,0,0,1,0,0
25,3,1,977,0,0,0,0,4,0
47,1,1,1299,0,1,0,1,2,0
50,2,1,865,5,1,0,1,3,0
81,9,1,33,12,5,1,6,10,1
147,6,1,55,11,3,1,9,15,1
37,2,1,1250,4,1,0,0,2,0
58,3,1,550,2,0,0,1,0,0
174,10,0,93,7,3,0,5,11,1
51,3,1,736,1,1,0,0,3,0
188,5,1,85,9,3,1,4,4,1
17,3,1,932,5,0,0,0,2,0
32,1,1,931,1,1,0,0,1,0
115,3,1,39,8,3,0,5,7,1
30,3,1,501,2,0,0,0,1,0
97,10,1,26,5,2,0,7,5,1
178,8,0,28,17,5,0,10,8,1
126,7,1,98,14,4,0,10,6,1
22,3,1,1755,4,1,0,1,0,0
78,3,1,54,16,2,1,4,12,1
51,1,1,447,4,1,0,0,0,0
128,4,0,97,5,2,0,7,9,1
130,6,1,27,12,3,0,7,12,1
56,8,0,90,10,4,0,8,10,1
73,7,1,10,8,4,0,10,3,1
138,9,0,7,5,3,0,4,11,1
29,2,1,1102,3,0,0,2,1,0
23,3,1,1556,3,0,0,0,2,0
29,2,1,939,5,1,0,2,3,0
26,1,1,742,1,1,0,0,4,0
54,1,1,553,2,1,0,1,2,0
47,2,1,1938,4,0,0,0,2,0
151,3,1,29,19,1,0,9,14,1
53,2,1,281,2,0,0,2,4,0
19,2,1,1839,4,0,0,0,2,0
32,1,1,301,4,1,0,2,4,0
20,2,1,1324,4,1,0,1,0,0
52,4,0,49,15,4,0,4,3,1
156,8,0,54,11,5,1,7,3,1
55,3,1,502,2,0,0,1,3,0
25,3,1,563,0,1,0,1,1,0
147,6,0,55,19,4,0,3,15,1
30,1,1,760,0,0,0,1,1,0
11,1,1,1233,2,0,0,0,1,0
136,10,1,32,14,3,0,10,12,1
124,4,1,14,5,3,0,10,8,1
48,3,1,1239,4,0,0,2,5,0
36,2,1,1861,2,0,0,2,3,0
56,2,1,319,5,1,0,1,2,0
13,3,1,601,2,1,0,2,3,0
50,1,1,1460,4,0,0,1,3,0
127,6,1,11,16,5,1,3,13,1
19,2,1,1723,4,1,0,1,2,0
58,1,1,201,4,1,0,2,5,0
115,3,1,40,13,1,1,8,6,1
91,8,0,34,5,1,0,4,6,1
152,6,1,84,11,4,1,9,2,1
193,10,1,77,12,3,1,8,7,1
153,5,1,60,11,3,0,4,5,1
150,10,0,6,5,3,1,3,7,1
23,3,1,718,5,1,0,1,2,0
25,2,1,914,5,1,0,0,2,0
38,1,1,1239,4,1,0,2,2,0
121,7,0,25,13,5,1,7,9,1
59,9,0,37,10,1,0,4,9,1
107,5,1,88,11,5,0,10,8,1
40,3,1,958,5,0,0,2,1,0
180,3,1,98,14,3,0,8,5,1
100,5,1,88,20,5,0,7,8,1
92,6,1,71,5,3,0,3,6,1
40,2,1,801,4,0,0,2,4,0
162,7,1,47,8,2,0,10,13,1
47,3,1,1291,1,1,0,1,1,0
51,7,1,5,20,2,1,6,3,1
109,8,1,42,10,5,1,7,15,1
131,10,0,80,6,3,1,5,13,1
177,7,1,19,9,1,0,5,8,1
43,3,1,697,5,1,0,2,3,0
188,9,1,17,8,2,1,4,4,1
10,2,1,659,1,1,0,1,4,0
92,6,1,52,15,2,0,5,4,1
21,3,1,436,1,1,0,2,3,0
24,1,1,1361,3,0,0,2,5,0
56,2,1,1515,2,0,0,2,4,0
89,9,1,53,6,1,1,8,10,1
197,10,0,7,14,1,0,9,4,1
87,5,1,1,19,4,1,9,12,1
150,9,1,81,18,3,0,7,12,1
60,2,1,1450,1,0,0,2,0,0
73,6,1,11,17,4,1,7,15,1
43,3,1,1567,3,1,0,1,5,0
59,1,1,1147,0,1,0,0,0,0
23,3,1,481,0,0,0,1,4,0
158,3,0,35,18,3,0,8,10,1
99,6,1,22,20,1,0,4,2,1
50,1,1,1442,5,0,0,0,2,0
47,2,1,994,0,1,0,2,3,0
40,1,1,548,2,0,0,0,2,0
96,9,1,79,5,3,1,3,14,1
20,1,1,472,1,0,0,2,4,0
168,8,1,32,16,2,0,5,10,1
59,3,1,792,1,0,0,1,2,0
57,1,1,1850,4,1,0,0,1,0
79,10,1,14,9,2,0,8,4,1
106,4,1,73,13,1,0,7,2,1
171,10,0,87,19,5,1,8,7,1
200,9,0,51,16,2,1,3,4,1
97,7,1,63,16,1,1,7,7,1
17,2,1,1291,0,0,0,0,5,0
119,6,1,22,16,2,0,4,4,1
60,2,1,250,0,0,0,0,0,0
47,3,1,560,4,1,0,1,1,0
143,7,0,35,19,1,1,5,9,1
55,2,1,1490,4,1,0,0,0,0
35,2,1,577,5,1,0,0,4,0
170,7,1,64,10,2,1,6,7,1
31,2,1,769,4,1,0,2,5,0
51,3,1,1867,1,0,0,0,3,0
194,7,1,95,8,3,1,6,8,1
99,3,1,66,6,4,1,5,6,1
154,8,1,23,11,3,0,3,12,1
40,1,1,1696,5,0,0,2,0,0
10,3,1,1442,3,1,0,2,1,0
13,3,1,982,2,1,0,2,2,0
11,2,1,746,4,1,0,0,5,0
30,2,1,887,1,0,0,2,0,0
19,2,1,1167,5,1,0,1,5,0
43,2,1,1559,5,1,0,1,5,0
193,8,0,34,6,3,1,3,12,1
150,10,0,76,17,2,0,5,11,1
105,5,0,23,18,3,0,10,9,1
54,3,1,674,5,0,0,2,3,0
35,1,1,742,2,1,0,1,1,0
22,2,1,653,3,1,0,0,2,0
52,2,1,649,1,0,0,1,1,0
34,2,1,1479,5,0,0,1,1,0
55,2,1,1603,3,0,0,0,5,0
36,3,1,514,5,1,0,2,3,0
18,2,1,1434,5,1,0,1,5,0
46,2,1,1560,1,1,0,0,4,0
52,4,1,61,20,3,0,4,14,1
12,1,1,472,1,1,0,2,3,0
52,3,1,583,0,0,0,2,5,0
129,4,0,49,15,2,0,9,9,1
60,2,1,1754,0,0,0,2,4,0
30,1,1,974,3,1,0,0,0,0
90,5,0,6,6,2,1,8,7,1
41,3,1,1982,4,1,0,0,5,0
54,1,1,1472,0,0,0,1,1,0
22,2,1,1196,2,0,0,2,5,0
101,8,1,74,8,2,0,10,11,1
156,3,0,1,16,4,1,9,13,1
41,1,1,1691,2,1,0,1,4,0
75,7,0,43,6,3,0,7,14,1
127,7,0,55,19,2,1,5,7,1
133,4,0,21,20,1,0,7,15,1
93,6,1,79,15,5,1,3,7,1
57,1,1,871,2,0,0,0,2,0
31,1,1,561,3,1,0,0,1,0
123,7,1,90,10,2,0,4,2,1
60,3,1,1204,4,0,0,1,4,0
42,1,1,737,5,1,0,0,5,0
62,3,1,64,16,3,1,9,8,1
121,6,1,14,16,1,1,10,3,1
128,10,0,43,10,1,0,8,14,1
58,5,1,83,17,3,0,4,8,1
36,2,1,1114,5,1,0,2,1,0
23,3,1,1738,4,0,0,2,2,0
14,2,1,1265,2,0,0,2,1,0
44,3,1,502,5,1,0,2,2,0
143,7,0,35,11,3,1,5,12,1
45,2,1,1107,2,0,0,1,4,0
170,5,1,73,6,5,1,9,3,1
36,3,1,1641,1,1,0,2,2,0
107,5,0,50,16,3,0,5,5,1
21,2,1,1371,3,0,0,1,1,0
195,3,1,74,16,3,0,9,12,1
67,8,1,83,17,2,0,10,3,1
15,2,1,696,3,0,0,2,2,0
173,8,0,21,19,2,0,8,15,1
172,5,1,32,19,3,1,6,15,1
196,5,1,20,9,5,0,4,12,1
30,1,1,657,1,0,0,1,0,0
120,9,1,25,12,3,1,9,6,1
133,10,1,65,17,2,0,10,13,1
23,1,1,1226,1,0,0,1,4,0
86,3,1,32,12,2,0,5,8,1
38,2,1,993,0,1,0,2,1,0
91,8,1,48,13,1,0,4,8,1
16,2,1,324,2,0,0,0,1,0
61,4,1,16,19,4,1,4,5,1
197,6,1,24,14,1,1,7,10,1
20,3,1,1783,3,1,0,2,5,0
171,3,0,40,14,5,0,4,10,1
40,3,1,1177,0,0,0,2,5,0
93,4,0,24,15,3,1,3,12,1
147,6,0,63,5,4,1,5,9,1
20,2,1,653,5,0,0,1,4,0
47,1,1,418,2,0,0,2,5,0
24,3,1,308,5,0,0,0,4,0
21,3,1,1873,1,1,0,0,3,0
182,8,1,39,19,3,1,3,14,1
133,7,0,56,8,1,0,5,15,1
105,10,1,87,12,4,0,5,10,1
92,4,1,20,7,1,1,5,9,1
40,3,1,825,1,1,0,2,3,0
105,6,0,20,19,5,0,5,9,1
127,10,0,89,11,3,1,10,10,1
